"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА ИРКУТСКА ДЕТСКИЙ САД № 8";"МБДОУ Г. ИРКУТСКА ДЕТСКИЙ САД № 8";3811054556;381101001;"р/сч 40701810225203000003
ИНН 3808193119
КПП 380801001
Отделение Иркутск г.Иркутск
БИК 042520001
л/с 20902430021";"664050, г. Иркутск,               ул. Ржанова, 9.                            тел. 35-34-73 mdou-8@rambler.ru";"Шийко Валентина Даниловна"
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА ИРКУТСКА ДЕТСКИЙ САД № 18";"МБДОУ Г. ИРКУТСКА ДЕТСКИЙ САД № 18";3811055711;381101001;"р/сч 40701810225203000003
ИНН 3808193119
КПП 380801001
Отделение Иркутск г.Иркутск
БИК 042520001
л/с: 20902430041";"664075, г. Иркутск, ул. Байкальская, 199.

тел: 24-72-22, 24-71-42";"Безрукова Елена Сергеевна"
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА ИРКУТСКА ДЕТСКИЙ САД №20 «РОСИНКА»";"МБДОУ Г.ИРКУТСКА ДЕТСКИЙ САД №20 «РОСИНКА»";3811056289;381101001;"р/сч 40701810225203000003
ИНН 3808193119
КПП 380801001
Отделение Иркутск г.Иркутск
БИК 042520001
л/с 20902430051";"664075, г. Иркутск, ул. Байкальская, 212
 тел. 70-47-64
detsad202011@mail.ru";"Подосинникова Оксана Александровна"
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА ИРКУТСКА ДЕТСКИЙ САД № 28";"МБДОУ Г. ИРКУТСКА ДЕТСКИЙ САД № 28";3811054740;381101001;"р/сч 40701810225203000003
ИНН 3808193119
КПП 380801001
Отделение Иркутск г.Иркутск
БИК 042520001
л/с 20902430071";"664057, г. Иркутск,                пр. Жукова, 60.
тел. 35-03-52
mdoy-28@mail.ru";"Кукс Светлана Сергеевна"
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА ИРКУТСКА ДЕТСКИЙ САД № 40";"МБДОУ Г. ИРКУТСКА ДЕТСКИЙ САД № 40";3811059018;381101001;"р/сч 40701810225203000003
ИНН 3808193119
КПП 380801001
Отделение Иркутск г.Иркутск
БИК 042520001
л/с 20902430091";"664009, г. Иркутск, ул. Омулевского, 6

тел: 54-74-84";"Чупрова Ирина Николаевна"
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА ИРКУТСКА ДЕТСКИЙ САД № 43";"МБДОУ Г. ИРКУТСКА ДЕТСКИЙ САД № 43";3811054838;381101001;"р/сч 40701810225203000003
ИНН 3808193119
КПП 380801001
Отделение Иркутск г.Иркутск
БИК 042520001
л/с 20902430101";"664081, г. Иркутск,                ул. Депутатская, 60А.                        тел. 22-87-31
mdou43@mail.ru";"Попова Татьяна Сергеевна"
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА ИРКУТСКА ДЕТСКИЙ САД № 54";"МБДОУ Г. ИРКУТСКА ДЕТСКИЙ САД № 54";3811054877;381101001;"р/сч 40701810225203000003
ИНН 3808193119
КПП 380801001
Отделение Иркутск г.Иркутск
БИК 042520001
л/с 20902430081";"664047, г. Иркутск,               ул. Красных Мадьяр, 70, 
6-я Советская, 100
тел. 20-72-68
shkola-sad54@yandex.ru";"Стурова Евгения Владимировна"
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА ИРКУТСКА ДЕТСКИЙ САД № 55";"МБДОУ Г. ИРКУТСКА ДЕТСКИЙ САД № 55";"3811054563";381101001;"р/сч 40701810225203000003
ИНН 3808193119
КПП 380801001
Отделение Иркутск г.Иркутск
БИК 042520001
л/с 20902430121";"664081, г. Иркутск,  ул. Байкальская, 302

тел: 35-33-27";"Смирнова Елена Николаевна, действует на основании приказа о возложении обязанностей №214-88-243/7 от 11.10.2017 г"
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА ИРКУТСКА ДЕТСКИЙ САД № 63";"МБДОУ Г. ИРКУТСКА ДЕТСКИЙ САД № 63";3811054612;381101001;"р/сч 40701810225203000003
ИНН 3808193119
КПП 380801001
Отделение Иркутск г.Иркутск
БИК 042520001
л/с 20902430131";"664023, г. Иркутск,                ул. Лопатина, 47.                        тел. 22-88-28
mdou.ds63@yandex.ru";"Фурдияко Олеся Николаевна"
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА ИРКУТСКА ДЕТСКИЙ САД № 72";"МБДОУ Г. ИРКУТСКА ДЕТСКИЙ САД № 72";3811059025;381101001;"р/сч 40701810225203000003
ИНН 3808193119
КПП 380801001
Отделение Иркутск г.Иркутск
БИК 042520001
л/с 20902430141";"664047, 
г. Иркутск, ул. Трилиссера, 103

Тел: 22-15-24";"Тирская Светлана Анатольевна"
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА ИРКУТСКА ДЕТСКИЙ САД № 78";"МБДОУ Г. ИРКУТСКА ДЕТСКИЙ САД № 78";3811055239;381101001;"р/сч 40701810225203000003
ИНН 3808193119
КПП 380801001
Отделение Иркутск г.Иркутск
БИК 042520001
л/с 20902430151";"664075, г. Иркутск, ул. Байкальская, 245

тел: 24-75-20";"Владимирова Владлена Андреевна"
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА ИРКУТСКА ДЕТСКИЙ САД № 84";"МБДОУ Г. ИРКУТСКА ДЕТСКИЙ САД № 84";3811060510;381101001;"р/сч 40701810225203000003
ИНН 3808193119
КПП 380801001
Отделение Иркутск г.Иркутск
БИК 042520001
л/с 20902430161";"664075, г. Иркутск,  ул. Байкальская, 219

тел: 22-69-77";"Богданова Татьяна Сергеевна"
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА ИРКУТСКА ДЕТСКИЙ САД № 103";"МБДОУ Г. ИРКУТСКА ДЕТСКИЙ САД № 103";3811084720;381101001;"р/сч 40701810225203000003
ИНН 3808193119
КПП 380801001
Отделение Иркутск г.Иркутск
БИК 042520001
л/с 20902430191";"664047,
г. Иркутск, ул. 4-я Советская, 23а

тел: 20-93-72";"Морозан Ираида Аркадьевна"
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА ИРКУТСКА ДЕТСКИЙ САД № 116";"МБДОУ Г. ИРКУТСКА ДЕТСКИЙ САД № 116";3811054193;381101001;"р/сч 40701810225203000003
ИНН 3808193119
КПП 380801001
Отделение Иркутск г.Иркутск
БИК 042520001
л/с 20902430201";"664031, г. Иркутск, ул. Цимлянская, 8, ул. Цимлянская, 8А

тел: 22-45-55";"Кошелева Марина Борисовна"
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА ИРКУТСКА ДЕТСКИЙ САД № 128";"МБДОУ Г. ИРКУТСКА ДЕТСКИЙ САД № 128";3811054362;381101001;"р/сч 40701810225203000003
ИНН 3808193119
КПП 380801001
Отделение Иркутск г.Иркутск
БИК 042520001
л/с: 20902430211";"664031, г. Иркутск, б. Постышева, 25А
тел: 22-86-17";"Казакова Ольга Александровна"
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА ИРКУТСКА ДЕТСКИЙ САД № 129";"МБДОУ Г. ИРКУТСКА ДЕТСКИЙ САД № 129";3811054676;381101001;"р/сч 40701810225203000003
ИНН 3808193119
КПП 380801001
Отделение Иркутск г.Иркутск
БИК 042520001
л/с: 20902430221";"664022, г. Иркутск, ул. Байкальская, 96.

тел: 22-92-70";"Булавкина Елена Леонидовна"
